50m*,100m*,150m,180m,200m,50-100m,100-150m,150-200m,180-200m,50-150m,100-200m
,11.62,16.93,20.26,22.55,,5.31,5.62,2.29,,10.93
6.44,11.61,16.81,20.19,22.55,5.17,5.2,5.74,2.36,10.37,10.94
6.38,11.39,16.69,20.14,22.55,5.01,5.3,5.86,2.41,10.31,11.16
,11.31,16.68,20.14,22.55,,5.37,5.87,2.41,,11.24
6.32,11.38,16.72,20.16,22.55,5.06,5.34,5.83,2.39,10.4,11.17
,11.31,,,22.55,,,,,,11.24
,11.6,,,22.55,,,,,,10.95
6.42,11.49,16.79,20.19,22.55,5.07,5.3,5.76,2.36,10.37,11.06
6.32,11.38,16.76,20.18,22.55,5.06,5.38,5.79,2.37,10.44,11.17
,11.26,16.64,20.12,22.55,,5.38,5.91,2.43,,11.29
,11.35,16.72,20.16,22.55,,5.37,5.83,2.39,,11.2
6.37,11.49,16.84,20.23,22.56,5.12,5.35,5.72,2.33,10.47,11.07
,11.2,,,22.56,,,,,,11.36
6.24,11.38,16.77,20.2,22.56,5.14,5.39,5.79,2.36,10.53,11.18
,11.57,,,22.56,,,,,,10.99
,11.45,,,22.56,,,,,,11.11
,11.59,,,22.57,,,,,,10.98
6.25,11.4,16.74,20.18,22.57,5.15,5.34,5.83,2.39,10.49,11.17
,11.27,,,22.57,,,,,,11.3
6.1,11.24,16.63,20.13,22.57,5.14,5.39,5.94,2.44,10.53,11.33
,11.64,,,22.57,,,,,,10.93
6.23,11.24,16.63,20.13,22.57,5.01,5.39,5.94,2.44,10.4,11.33
6.38,11.48,16.82,20.22,22.57,5.1,5.34,5.75,2.35,10.44,11.09
,11.36,16.65,20.13,22.58,,5.29,5.93,2.45,,11.22
6.31,11.39,16.78,20.21,22.58,5.08,5.39,5.8,2.37,10.47,11.19
6.4,11.5,16.8,20.21,22.58,5.1,5.3,5.78,2.37,10.4,11.08
6.4,11.5,16.9,20.27,22.58,5.1,5.4,5.68,2.31,10.5,11.08
6.14,11.25,16.62,20.13,22.58,5.11,5.37,5.96,2.45,10.48,11.33
,11.61,,,22.58,,,,,,10.97
6.05,11.15,16.48,20.05,22.58,5.1,5.33,6.1,2.53,10.43,11.43
6.37,11.4,16.8,20.22,22.58,5.03,5.4,5.78,2.36,10.43,11.18
6.39,11.48,16.78,20.2,22.58,5.09,5.3,5.8,2.38,10.39,11.1
6.34,11.45,16.81,20.22,22.58,5.11,5.36,5.77,2.36,10.47,11.13
6.24,11.3,16.68,20.16,22.58,5.06,5.38,5.9,2.42,10.44,11.28
,11.13,16.55,20.09,22.58,,5.42,6.03,2.49,,11.45
6.33,11.51,16.89,20.27,22.59,5.18,5.38,5.7,2.32,10.56,11.08
,11.62,16.84,20.23,22.59,,5.22,5.75,2.36,,10.97
,11.37,16.77,20.21,22.59,,5.4,5.82,2.38,,11.22
6.54,11.79,17.01,20.31,22.59,5.25,5.22,5.58,2.28,10.47,10.8
6.34,11.53,16.76,20.19,22.59,5.19,5.23,5.83,2.4,10.42,11.06
6.3,11.5,16.9,20.28,22.59,5.2,5.4,5.69,2.31,10.6,11.09
6.34,11.44,16.78,20.21,22.59,5.1,5.34,5.81,2.38,10.44,11.15
6.35,11.37,16.71,20.17,22.59,5.02,5.34,5.88,2.42,10.36,11.22
6.36,11.48,16.79,20.21,22.59,5.12,5.31,5.8,2.38,10.43,11.11
,11.4,,,22.6,,,,,,11.2
,11.6,,,22.6,,,,,,11
,11.43,16.71,20.17,22.6,,5.28,5.89,2.43,,11.17
,11.51,,,22.6,,,,,,11.09
6.19,11.36,16.63,20.13,22.6,5.17,5.27,5.97,2.47,10.44,11.24
,11.5,,,22.6,,,,,,11.1
6.5,11.6,17.2,20.46,22.6,5.1,5.6,5.4,2.14,10.7,11
6.4,11.6,16.9,20.27,22.6,5.2,5.3,5.7,2.33,10.5,11
,11.59,,,22.6,,,,,,11.01
6.43,11.67,17.03,20.35,22.6,5.24,5.36,5.57,2.25,10.6,10.93
,11.4,,,22.6,,,,,,11.2
,11.6,,,22.6,,,,,,11
,11.5,,,22.6,,,,,,11.1
,11.6,,,22.6,,,,,,11
,11.5,,,22.6,,,,,,11.1
,11.5,,,22.6,,,,,,11.1
,11.8,,,22.6,,,,,,10.8
,11.79,17.06,20.36,22.61,,5.27,5.55,2.25,,10.82
,11.56,,,22.61,,,,,,11.05
,11.41,16.7,20.17,22.61,,5.29,5.91,2.44,,11.2
6.41,11.53,16.75,20.19,22.61,5.12,5.22,5.86,2.42,10.34,11.08
,11.46,,,22.61,,,,,,11.15
,11.4,,,22.61,,,,,,11.21
,11.47,,,22.61,,,,,,11.14
6.5,11.6,16.9,20.28,22.61,5.1,5.3,5.71,2.33,10.4,11.01
,11.65,,,22.61,,,,,,10.96
,11.5,,,22.61,,,,,,11.11
6.42,11.6,16.97,20.32,22.61,5.18,5.37,5.64,2.29,10.55,11.01
6.39,11.5,16.89,20.28,22.61,5.11,5.39,5.72,2.33,10.5,11.11
6.43,11.51,16.8,20.22,22.61,5.08,5.29,5.81,2.39,10.37,11.1
6.37,11.43,16.76,20.21,22.62,5.06,5.33,5.86,2.41,10.39,11.19
6.5,11.5,16.8,20.23,22.62,5,5.3,5.82,2.39,10.3,11.12
6.3,11.4,16.8,20.24,22.62,5.1,5.4,5.82,2.38,10.5,11.22
,11.54,,,22.62,,,,,,11.08
6.39,11.6,16.91,20.29,22.62,5.21,5.31,5.71,2.33,10.52,11.02
,11.67,16.97,20.32,22.63,,5.3,5.66,2.31,,10.96
6.47,11.65,16.95,20.31,22.63,5.18,5.3,5.68,2.32,10.48,10.98
6.36,11.45,16.82,20.25,22.63,5.09,5.37,5.81,2.38,10.46,11.18
6.45,11.75,16.96,20.31,22.63,5.3,5.21,5.67,2.32,10.51,10.88
,11.41,,,22.63,,,,,,11.22
,11.45,,,22.63,,,,,,11.18
6.28,11.31,16.63,20.15,22.63,5.03,5.32,6,2.48,10.35,11.32
6.22,11.29,16.7,20.2,22.63,5.07,5.41,5.93,2.43,10.48,11.34
,11.6,,,22.64,,,,,,11.04
6.32,11.46,16.88,20.3,22.64,5.14,5.42,5.76,2.34,10.56,11.18
,11.39,16.9,20.32,22.64,,5.51,5.74,2.32,,11.25
6.31,11.5,16.87,20.28,22.64,5.19,5.37,5.77,2.36,10.56,11.14
6.44,11.65,16.92,20.3,22.64,5.21,5.27,5.72,2.34,10.48,10.99
6.29,11.4,16.79,20.24,22.64,5.11,5.39,5.85,2.4,10.5,11.24
6.46,11.57,16.92,20.31,22.64,5.11,5.35,5.72,2.33,10.46,11.07
,11.41,,,22.64,,,,,,11.23
6.39,11.42,16.77,20.23,22.64,5.03,5.35,5.87,2.41,10.38,11.22
,11.35,,,22.65,,,,,,11.3
6.61,11.85,17.03,20.35,22.65,5.24,5.18,5.62,2.3,10.42,10.8
6.43,11.52,16.77,20.22,22.65,5.09,5.25,5.88,2.43,10.34,11.13
,11.3,,,22.65,,,,,,11.35
6.27,11.44,16.85,20.28,22.65,5.17,5.41,5.8,2.37,10.58,11.21
,11.5,,,22.65,,,,,,11.15
,11.5,,,22.65,,,,,,11.15
6.4,11.6,17,20.36,22.65,5.2,5.4,5.65,2.29,10.6,11.05
6.26,11.38,16.79,20.25,22.65,5.12,5.41,5.86,2.4,10.53,11.27
,11.36,,,22.65,,,,,,11.29
6.31,11.41,16.82,20.27,22.65,5.1,5.41,5.83,2.38,10.51,11.24
6.27,11.41,16.81,20.26,22.65,5.14,5.4,5.84,2.39,10.54,11.24
6.37,11.57,16.93,20.32,22.65,5.2,5.36,5.72,2.33,10.56,11.08
,11.56,16.88,20.29,22.66,,5.32,5.78,2.37,,11.1
,11.5,,,22.66,,,,,,11.16
,11.57,16.86,20.28,22.66,,5.29,5.8,2.38,,11.09
6.32,11.55,16.92,20.32,22.66,5.23,5.37,5.74,2.34,10.6,11.11
6.34,11.6,16.87,20.28,22.66,5.26,5.27,5.79,2.38,10.53,11.06
6.45,11.54,16.87,20.29,22.66,5.09,5.33,5.79,2.37,10.42,11.12
6.31,11.46,16.76,20.23,22.66,5.15,5.3,5.9,2.43,10.45,11.2
6.5,11.5,16.9,20.31,22.66,5,5.4,5.76,2.35,10.4,11.16
6.4,11.4,16.9,20.32,22.66,5,5.5,5.76,2.34,10.5,11.26
6.38,11.51,16.88,20.3,22.66,5.13,5.37,5.78,2.36,10.5,11.15
,11.63,,,22.66,,,,,,11.03
6.18,11.4,16.78,20.25,22.66,5.22,5.38,5.88,2.41,10.6,11.26
6.39,11.55,16.91,20.31,22.66,5.16,5.36,5.75,2.35,10.52,11.11
,11.5,,,22.67,,,,,,11.17
6.61,11.77,17.1,20.41,22.67,5.16,5.33,5.57,2.26,10.49,10.9
6.44,11.53,16.93,20.33,22.67,5.09,5.4,5.74,2.34,10.49,11.14
6.32,11.5,16.79,20.25,22.67,5.18,5.29,5.88,2.42,10.47,11.17
6.8,12,17.3,20.51,22.67,5.2,5.3,5.37,2.16,10.5,10.67
6.33,11.52,16.87,20.3,22.67,5.19,5.35,5.8,2.37,10.54,11.15
6.2,11.32,16.73,20.23,22.67,5.12,5.41,5.94,2.44,10.53,11.35
6.29,11.33,16.78,20.26,22.67,5.04,5.45,5.89,2.41,10.49,11.34
,11.62,,,22.67,,,,,,11.05
,11.61,,,22.67,,,,,,11.06
,11.55,,,22.67,,,,,,11.12
6.36,11.4,16.78,20.25,22.67,5.04,5.38,5.89,2.42,10.42,11.27
6.31,11.41,16.79,20.26,22.68,5.1,5.38,5.89,2.42,10.48,11.27
,11.5,,,22.68,,,,,,11.18
,11.45,17.02,20.41,22.68,,5.57,5.66,2.27,,11.23
,11.58,16.94,20.34,22.68,,5.36,5.74,2.34,,11.1
6.38,11.48,16.82,20.27,22.68,5.1,5.34,5.86,2.41,10.44,11.2
6.37,11.54,16.83,20.27,22.68,5.17,5.29,5.85,2.41,10.46,11.14
6.49,11.57,16.95,20.35,22.68,5.08,5.38,5.73,2.33,10.46,11.11
,11.5,,,22.68,,,,,,11.18
,11.5,,,22.68,,,,,,11.18
6.3,11.35,16.68,20.2,22.68,5.05,5.33,6,2.48,10.38,11.33
6.47,11.69,17.04,20.39,22.68,5.22,5.35,5.64,2.29,10.57,10.99
6.32,11.41,16.81,20.28,22.68,5.09,5.4,5.87,2.4,10.49,11.27
,11.2,16.67,20.21,22.68,,5.47,6.01,2.47,,11.48
6.35,11.46,16.9,20.33,22.69,5.11,5.44,5.79,2.36,10.55,11.23
,11.18,,,22.69,,,,,,11.51
6.32,11.47,16.83,20.29,22.69,5.15,5.36,5.86,2.4,10.51,11.22
6.34,11.58,16.9,20.32,22.69,5.24,5.32,5.79,2.37,10.56,11.11
6.48,11.63,16.94,20.34,22.69,5.15,5.31,5.75,2.35,10.46,11.06
6.42,11.5,16.86,20.3,22.69,5.08,5.36,5.83,2.39,10.44,11.19
,11.3,,,22.69,,,,,,11.39
6.44,11.63,16.91,20.32,22.69,5.19,5.28,5.78,2.37,10.47,11.06
6.4,11.6,17,20.38,22.69,5.2,5.4,5.69,2.31,10.6,11.09
6.28,11.41,16.77,20.25,22.69,5.13,5.36,5.92,2.44,10.49,11.28
6.25,11.42,16.88,20.32,22.69,5.17,5.46,5.81,2.37,10.63,11.27
,11.66,16.99,20.37,22.7,,5.33,5.71,2.33,,11.04
,11.4,,,22.7,,,,,,11.3
6.39,11.55,16.91,20.33,22.7,5.16,5.36,5.79,2.37,10.52,11.15
6.32,11.48,16.76,20.24,22.7,5.16,5.28,5.94,2.46,10.44,11.22
,11.5,,,22.7,,,,,,11.2
,11.4,,,22.7,,,,,,11.3
6.28,11.37,16.79,20.28,22.7,5.09,5.42,5.91,2.42,10.51,11.33
6.39,11.53,16.88,20.32,22.7,5.14,5.35,5.82,2.38,10.49,11.17
6.21,11.34,16.73,20.24,22.7,5.13,5.39,5.97,2.46,10.52,11.36
6.28,11.47,16.86,20.31,22.7,5.19,5.39,5.84,2.39,10.58,11.23
6.37,11.51,16.89,20.32,22.7,5.14,5.38,5.81,2.38,10.52,11.19
6.37,11.54,16.95,20.36,22.7,5.17,5.41,5.75,2.34,10.58,11.16
,11.35,16.76,20.26,22.7,,5.41,5.94,2.44,,11.35
,11.52,,,22.71,,,,,,11.19
,11.45,,,22.71,,,,,,11.26
,11.39,16.73,20.24,22.71,,5.34,5.98,2.47,,11.32
6.32,11.34,16.72,20.24,22.71,5.02,5.38,5.99,2.47,10.4,11.37
,11.63,,,22.71,,,,,,11.08
,11.6,,,22.71,,,,,,11.11
6.32,11.4,16.75,20.25,22.71,5.08,5.35,5.96,2.46,10.43,11.31
6.44,11.67,17.1,20.44,22.71,5.23,5.43,5.61,2.27,10.66,11.04
,11.82,17.08,20.42,22.72,,5.26,5.64,2.3,,10.9
,11.4,,,22.72,,,,,,11.32
6.49,11.53,16.95,20.37,22.72,5.04,5.42,5.77,2.35,10.46,11.19
6.41,11.51,16.88,20.33,22.72,5.1,5.37,5.84,2.39,10.47,11.21
,11.6,,,22.72,,,,,,11.12
6.3,11.5,16.9,20.34,22.72,5.2,5.4,5.82,2.38,10.6,11.22
,11.48,,,22.72,,,,,,11.24
6.28,11.49,16.92,20.36,22.72,5.21,5.43,5.8,2.36,10.64,11.23
,11.43,,,22.73,,,,,,11.3
6.38,11.5,16.93,20.37,22.73,5.12,5.43,5.8,2.36,10.55,11.23
6.4,11.43,16.85,20.32,22.73,5.03,5.42,5.88,2.41,10.45,11.3
,11.46,,,22.73,,,,,,11.27
,11.51,,,22.73,,,,,,11.22
6.55,11.74,17.07,20.43,22.74,5.19,5.33,5.67,2.31,10.52,11
,11.66,17.02,20.41,22.74,,5.36,5.72,2.33,,11.08
6.25,11.43,16.78,20.28,22.74,5.18,5.35,5.96,2.46,10.53,11.31
6.29,11.44,16.89,20.35,22.74,5.15,5.45,5.85,2.39,10.6,11.3
6.35,11.5,16.85,20.32,22.74,5.15,5.35,5.89,2.42,10.5,11.24
6.57,11.69,16.93,20.35,22.74,5.12,5.24,5.81,2.39,10.36,11.05
6.18,11.26,16.67,20.23,22.74,5.08,5.41,6.07,2.51,10.49,11.48
6.34,11.57,16.99,20.4,22.74,5.23,5.42,5.75,2.34,10.65,11.17
,11.39,,,22.74,,,,,,11.35
6.46,11.6,16.98,20.39,22.74,5.14,5.38,5.76,2.35,10.52,11.14
,11.34,16.79,20.3,22.75,,5.45,5.96,2.45,,11.41
,11.64,17.04,20.43,22.75,,5.4,5.71,2.32,,11.11
6.39,11.55,16.92,20.36,22.75,5.16,5.37,5.83,2.39,10.53,11.2
6.29,11.51,16.9,20.35,22.75,5.22,5.39,5.85,2.4,10.61,11.24
6.4,11.5,16.9,20.36,22.75,5.1,5.4,5.85,2.39,10.5,11.25
6.2,11.4,16.9,20.37,22.75,5.2,5.5,5.85,2.38,10.7,11.35
,11.6,,,22.75,,,,,,11.15
,11.61,,,22.75,,,,,,11.14
6.31,11.38,16.84,20.33,22.75,5.07,5.46,5.91,2.42,10.53,11.37
,11.57,16.86,20.33,22.76,,5.29,5.9,2.43,,11.19
6.38,11.57,16.99,20.41,22.76,5.19,5.42,5.77,2.35,10.61,11.19
,11.66,17.05,20.44,22.76,,5.39,5.71,2.32,,11.1
6.31,11.61,16.96,20.39,22.76,5.3,5.35,5.8,2.37,10.65,11.15
6.37,11.44,16.82,20.32,22.76,5.07,5.38,5.94,2.44,10.45,11.32
6.33,11.52,16.98,20.41,22.76,5.19,5.46,5.78,2.35,10.65,11.24
6.26,11.33,16.74,20.28,22.76,5.07,5.41,6.02,2.48,10.48,11.43
6.4,11.51,16.88,20.35,22.76,5.11,5.37,5.88,2.41,10.48,11.25
6.37,11.68,17.06,20.45,22.77,5.31,5.38,5.71,2.32,10.69,11.09
6.46,11.6,16.95,20.39,22.77,5.14,5.35,5.82,2.38,10.49,11.17
6.49,11.55,16.94,20.39,22.77,5.06,5.39,5.83,2.38,10.45,11.22
6.5,11.66,17.1,20.47,22.77,5.16,5.44,5.67,2.3,10.6,11.11
6.24,11.29,16.73,20.28,22.77,5.05,5.44,6.04,2.49,10.49,11.48
6.21,11.42,16.87,20.36,22.77,5.21,5.45,5.9,2.41,10.66,11.35
6.45,11.66,17.05,20.44,22.77,5.21,5.39,5.72,2.33,10.6,11.11
6.23,11.39,16.83,20.33,22.77,5.16,5.44,5.94,2.44,10.6,11.38
6.6,11.8,17.1,20.46,22.78,5.2,5.3,5.68,2.32,10.5,10.98
,11.48,,,22.78,,,,,,11.3
6.48,11.69,17.04,20.44,22.78,5.21,5.35,5.74,2.34,10.56,11.09
6.4,11.52,16.93,20.39,22.78,5.12,5.41,5.85,2.39,10.53,11.26
6.5,11.8,17.1,20.46,22.78,5.3,5.3,5.68,2.32,10.6,10.98
6.4,11.6,16.9,20.36,22.78,5.2,5.3,5.88,2.42,10.5,11.18
,11.53,,,22.78,,,,,,11.25
,11.82,,,22.78,,,,,,10.96
6.35,11.42,16.85,20.35,22.78,5.07,5.43,5.93,2.43,10.5,11.36
6.53,11.71,17.07,20.45,22.78,5.18,5.36,5.71,2.33,10.54,11.07
6.3,11.5,16.9,20.38,22.79,5.2,5.4,5.89,2.41,10.6,11.29
,11.62,,,22.79,,,,,,11.17
6.31,11.46,16.94,20.41,22.79,5.15,5.48,5.85,2.38,10.63,11.33
6.4,11.6,16.94,20.39,22.79,5.2,5.34,5.85,2.4,10.54,11.19
,11.8,,,22.8,,,,,,11
,11.81,17.16,20.51,22.8,,5.35,5.64,2.29,,10.99
6.46,11.54,16.95,20.41,22.8,5.08,5.41,5.85,2.39,10.49,11.26
6.27,11.39,16.8,20.33,22.8,5.12,5.41,6,2.47,10.53,11.41
,11.6,,,22.8,,,,,,11.2
6.26,11.43,16.88,20.38,22.8,5.17,5.45,5.92,2.42,10.62,11.37
6.3,11.6,17,20.43,22.8,5.3,5.4,5.8,2.37,10.7,11.2
6.45,11.61,16.99,20.42,22.8,5.16,5.38,5.81,2.38,10.54,11.19
6.48,11.64,17.06,20.47,22.8,5.16,5.42,5.74,2.33,10.58,11.16
,11.5,,,22.8,,,,,,11.3
6.57,11.71,17.02,20.44,22.81,5.14,5.31,5.79,2.37,10.45,11.1
6.26,11.54,16.83,20.34,22.81,5.28,5.29,5.98,2.47,10.57,11.27
6.46,11.57,17.01,20.45,22.81,5.11,5.44,5.8,2.36,10.55,11.24
6.5,11.7,17.1,20.49,22.81,5.2,5.4,5.71,2.32,10.6,11.11
6.4,11.5,16.9,20.38,22.81,5.1,5.4,5.91,2.43,10.5,11.31
6.29,11.47,16.93,20.41,22.81,5.18,5.46,5.88,2.4,10.64,11.34
6.45,11.66,17.05,20.46,22.81,5.21,5.39,5.76,2.35,10.6,11.15
6.35,11.49,16.85,20.35,22.81,5.14,5.36,5.96,2.46,10.5,11.32
,11.36,16.84,20.36,22.81,,5.48,5.97,2.45,,11.45
,11.49,16.83,20.35,22.82,,5.34,5.99,2.47,,11.33
,11.56,17,20.45,22.82,,5.44,5.82,2.37,,11.26
6.28,11.43,16.86,20.37,22.82,5.15,5.43,5.96,2.45,10.58,11.39
,11.66,,,22.82,,,,,,11.16
6.02,11.37,16.71,20.28,22.82,5.35,5.34,6.11,2.54,10.69,11.45
6.35,11.57,16.91,20.39,22.83,5.22,5.34,5.92,2.44,10.56,11.26
6.52,11.78,17.05,20.46,22.83,5.26,5.27,5.78,2.37,10.53,11.05
,11.49,16.91,20.4,22.83,,5.42,5.92,2.43,,11.34
6.34,11.48,16.87,20.38,22.83,5.14,5.39,5.96,2.45,10.53,11.35
6.45,11.57,16.98,20.44,22.83,5.12,5.41,5.85,2.39,10.53,11.26
6.4,11.6,17,20.45,22.83,5.2,5.4,5.83,2.38,10.6,11.23
6.31,11.45,16.96,20.44,22.83,5.14,5.51,5.87,2.39,10.65,11.38
6.39,11.6,16.99,20.44,22.83,5.21,5.39,5.84,2.39,10.6,11.23
,11.24,16.7,20.3,22.83,,5.46,6.13,2.53,,11.59
,11.84,,,22.84,,,,,,11
,11.68,17.06,20.48,22.84,,5.38,5.78,2.36,,11.16
6.41,11.56,16.92,20.4,22.84,5.15,5.36,5.92,2.44,10.51,11.28
6.31,11.43,16.95,20.44,22.84,5.12,5.52,5.89,2.4,10.64,11.41
6.52,11.52,16.97,20.44,22.84,5,5.45,5.87,2.4,10.45,11.32
6.4,11.5,17,20.46,22.84,5.1,5.5,5.84,2.38,10.6,11.34
6.5,11.6,17.1,20.52,22.84,5.1,5.5,5.74,2.32,10.6,11.24
,11.66,,,22.84,,,,,,11.18
,11.78,,,22.84,,,,,,11.06
,11.71,,,22.84,,,,,,11.13
6.38,11.61,17.01,20.46,22.84,5.23,5.4,5.83,2.38,10.63,11.23
6.38,11.55,16.98,20.44,22.84,5.17,5.43,5.86,2.4,10.6,11.29
6.33,11.54,16.98,20.45,22.84,5.21,5.44,5.86,2.39,10.65,11.3
5.79,11.28,16.64,20.26,22.85,5.49,5.36,6.21,2.59,10.85,11.57
6.38,11.54,16.98,20.45,22.85,5.16,5.44,5.87,2.4,10.6,11.31
,11.3,,,22.85,,,,,,11.55
6.37,11.6,17.02,20.47,22.85,5.23,5.42,5.83,2.38,10.65,11.25
6.42,11.61,16.99,20.45,22.85,5.19,5.38,5.86,2.4,10.57,11.24
6.5,11.6,17.1,20.52,22.85,5.1,5.5,5.75,2.33,10.6,11.25
6.33,11.55,16.96,20.44,22.85,5.22,5.41,5.89,2.41,10.63,11.3
,11.71,,,22.85,,,,,,11.14
6.03,11.32,16.74,20.32,22.85,5.29,5.42,6.11,2.53,10.71,11.53
,11.67,,,22.86,,,,,,11.19
6.41,11.54,16.93,20.42,22.86,5.13,5.39,5.93,2.44,10.52,11.32
6.56,11.71,,,22.86,5.15,,,,,11.15
6.7,11.8,17.3,20.63,22.86,5.1,5.5,5.56,2.23,10.6,11.06
6.29,11.44,16.87,20.4,22.86,5.15,5.43,5.99,2.46,10.58,11.42
,11.49,,,22.86,,,,,,11.37
6.28,11.53,16.98,20.46,22.86,5.25,5.45,5.88,2.4,10.7,11.33
,11.54,,,22.86,,,,,,11.32
,11.69,17.07,20.5,22.87,,5.38,5.8,2.37,,11.18
,11.76,,,22.87,,,,,,11.11
,11.68,,,22.87,,,,,,11.19
,11.98,17.38,20.66,22.87,,5.4,5.49,2.21,,10.89
,11.48,,,22.87,,,,,,11.39
6.4,11.5,16.92,20.43,22.87,5.1,5.42,5.95,2.44,10.52,11.37
6.51,11.79,17.1,20.51,22.87,5.28,5.31,5.77,2.36,10.59,11.08
6.44,11.62,16.88,20.39,22.87,5.18,5.26,5.99,2.48,10.44,11.25
,11.45,,,22.87,,,,,,11.42
6.3,11.5,17,20.48,22.87,5.2,5.5,5.87,2.39,10.7,11.37
,11.73,,,22.87,,,,,,11.14
6.37,11.57,17.02,20.48,22.87,5.2,5.45,5.85,2.39,10.65,11.3
,11.19,16.68,20.31,22.87,,5.49,6.19,2.56,,11.68
,11.31,16.84,20.4,22.87,,5.53,6.03,2.47,,11.56
,11.3,,,22.88,,,,,,11.58
6.64,11.7,17.15,20.55,22.88,5.06,5.45,5.73,2.33,10.51,11.18
6.31,11.42,16.94,20.45,22.88,5.11,5.52,5.94,2.43,10.63,11.46
6.37,11.57,17.02,20.49,22.88,5.2,5.45,5.86,2.39,10.65,11.31
6.25,11.46,16.92,20.44,22.88,5.21,5.46,5.96,2.44,10.67,11.42
6.6,11.8,17.3,20.64,22.88,5.2,5.5,5.58,2.24,10.7,11.08
6.32,11.57,17.01,20.48,22.88,5.25,5.44,5.87,2.4,10.69,11.31
,11.58,,,22.88,,,,,,11.3
,11.63,,,22.88,,,,,,11.25
6.41,11.6,17.04,20.5,22.88,5.19,5.44,5.84,2.38,10.63,11.28
6.42,11.58,16.99,20.47,22.88,5.16,5.41,5.89,2.41,10.57,11.3
6.4,11.58,17.01,20.48,22.88,5.18,5.43,5.87,2.4,10.61,11.3
,11.73,17.08,20.51,22.89,,5.35,5.81,2.38,,11.16
,11.67,17.1,20.53,22.89,,5.43,5.79,2.36,,11.22
6.35,11.42,16.8,20.37,22.89,5.07,5.38,6.09,2.52,10.45,11.47
6.46,11.73,17.1,20.52,22.89,5.27,5.37,5.79,2.37,10.64,11.16
6.41,11.54,16.95,20.45,22.89,5.13,5.41,5.94,2.44,10.54,11.35
,11.82,,,22.89,,,,,,11.07
6.44,11.63,17.03,20.49,22.89,5.19,5.4,5.86,2.4,10.59,11.26
6.41,11.59,16.99,20.47,22.89,5.18,5.4,5.9,2.42,10.58,11.3
6.42,11.7,17.26,20.63,22.89,5.28,5.56,5.63,2.26,10.84,11.19
6.34,11.5,16.94,20.45,22.89,5.16,5.44,5.95,2.44,10.6,11.39
6.31,11.49,16.93,20.44,22.89,5.18,5.44,5.96,2.45,10.62,11.4
,11.6,,,22.9,,,,,,11.3
,11.5,,,22.9,,,,,,11.4
,11.67,,,22.9,,,,,,11.23
6.54,11.73,16.93,20.42,22.9,5.19,5.2,5.97,2.48,10.39,11.17
6.42,11.51,16.79,20.36,22.9,5.09,5.28,6.11,2.54,10.37,11.39
6.37,11.51,16.95,20.46,22.9,5.14,5.44,5.95,2.44,10.58,11.39
,11.43,17.13,20.59,22.91,,5.7,5.78,2.32,,11.48
6.39,11.61,17.1,20.55,22.91,5.22,5.49,5.81,2.36,10.71,11.3
6.37,11.56,16.92,20.44,22.91,5.19,5.36,5.99,2.47,10.55,11.35
6.43,11.52,16.91,20.44,22.91,5.09,5.39,6,2.47,10.48,11.39
6.21,11.5,17,20.5,22.91,5.29,5.5,5.91,2.41,10.79,11.41
,11.46,16.96,20.48,22.91,,5.5,5.95,2.43,,11.45
,11.63,16.98,20.47,22.92,,5.35,5.94,2.45,,11.29
,11.74,,,22.92,,,,,,11.18
6.5,11.7,17.1,20.54,22.92,5.2,5.4,5.82,2.38,10.6,11.22
6.41,11.66,17.11,20.55,22.92,5.25,5.45,5.81,2.37,10.7,11.26
6.46,11.73,17.09,20.53,22.92,5.27,5.36,5.83,2.39,10.63,11.19
6.46,11.62,17.02,20.5,22.92,5.16,5.4,5.9,2.42,10.56,11.3
6.34,11.56,17.04,20.52,22.92,5.22,5.48,5.88,2.4,10.7,11.36
,11.66,17.09,20.54,22.93,,5.43,5.84,2.39,,11.27
6.42,11.68,17.07,20.53,22.93,5.26,5.39,5.86,2.4,10.65,11.25
6.37,11.52,16.92,20.45,22.93,5.15,5.4,6.01,2.48,10.55,11.41
,11.55,17.06,20.54,22.93,,5.51,5.87,2.39,,11.38
6.43,11.66,17.12,20.56,22.93,5.23,5.46,5.81,2.37,10.69,11.27
,11.68,,,22.93,,,,,,11.25
6.45,11.66,17.09,20.54,22.93,5.21,5.43,5.84,2.39,10.64,11.27
6.43,11.58,16.98,20.48,22.93,5.15,5.4,5.95,2.45,10.55,11.35
6.39,11.61,17.04,20.52,22.93,5.22,5.43,5.89,2.41,10.65,11.32
,11.49,16.97,20.49,22.93,,5.48,5.96,2.44,,11.44
,11.65,16.93,20.45,22.94,,5.28,6.01,2.49,,11.29
6.37,11.63,16.98,20.48,22.94,5.26,5.35,5.96,2.46,10.61,11.31
6.64,11.58,17.08,20.55,22.94,4.94,5.5,5.86,2.39,10.44,11.36
6.34,11.49,16.96,20.49,22.94,5.15,5.47,5.98,2.45,10.62,11.45
6.32,11.5,16.99,20.5,22.94,5.18,5.49,5.95,2.44,10.67,11.44
6.4,11.56,17.01,20.51,22.94,5.16,5.45,5.93,2.43,10.61,11.38
,11.67,17.18,20.61,22.95,,5.51,5.77,2.34,,11.28
6.61,11.67,16.62,20.25,22.95,5.06,4.95,6.33,2.7,10.01,11.28
6.3,11.5,17.1,20.58,22.95,5.2,5.6,5.85,2.37,10.8,11.45
6.3,11.5,17,20.52,22.95,5.2,5.5,5.95,2.43,10.7,11.45
